sleep,class,study,activity,happiness,performance
2,12,6,10,10,100
3,11,13,8,0,30
6,8,1,9,0,71
16,15,5,2,9,38
4,14,3,4,7,31
4,4,15,5,10,3
9,11,9,2,1,20
6,2,14,1,9,52
14,10,2,8,1,15
12,4,7,6,7,4
14,14,7,8,8,47
11,9,5,2,8,56
5,1,1,6,3,3
15,4,1,8,7,38
15,13,12,8,2,29
1,4,6,6,4,64
2,10,3,3,4,67
14,14,5,7,3,79
9,14,12,6,2,49
4,12,10,9,0,10
19,11,6,4,7,68
15,11,11,7,8,91
13,6,5,2,6,50
7,7,1,5,6,82
18,15,4,3,4,39
10,5,9,10,3,32
19,5,7,6,8,17
1,4,8,9,8,60
4,1,14,2,5,92
17,1,5,7,3,69
5,11,10,5,6,72
2,5,11,5,8,92
11,4,1,7,3,97
14,3,4,3,8,8
4,14,5,6,10,33
2,7,2,7,9,41
19,8,14,2,6,64
1,3,5,7,2,16
5,6,2,6,1,93
6,10,12,1,3,83
15,14,12,4,0,38
17,6,11,7,1,94
14,4,7,5,2,90
19,14,6,10,0,28
16,10,5,7,10,15
4,5,14,1,7,16
14,10,9,4,10,13
9,10,5,7,4,38
6,1,10,7,9,27
10,1,10,10,8,30
14,2,4,9,3,39
3,8,8,4,5,93
3,10,15,8,3,49
13,1,13,5,5,71
9,11,5,3,6,82
2,4,13,3,7,61
19,13,7,8,10,45
7,14,8,6,1,45
12,9,9,3,8,71
6,13,15,1,5,4
17,7,11,1,1,9
17,6,5,10,5,9
8,6,5,2,2,87
2,4,13,5,5,25
10,1,1,4,4,8
7,12,6,9,7,82
13,7,1,5,10,53
2,8,9,7,2,68
15,10,12,4,1,66
18,12,8,1,4,88
18,3,5,4,3,67
16,6,14,10,5,16
18,11,4,2,8,36
5,7,13,1,6,67
15,11,10,9,0,100
2,10,2,9,0,46
1,9,15,8,1,60
2,6,5,5,0,24
18,7,2,4,5,66
3,4,13,3,4,34
19,2,3,10,5,70
9,4,4,8,6,91
1,5,1,8,9,17
9,3,3,8,7,63
6,13,15,8,4,28
14,6,8,9,8,44
4,5,2,9,0,19
3,15,8,3,0,85
9,1,13,8,5,25
8,4,8,2,2,57
5,15,15,7,1,28
6,5,15,4,6,7
7,13,5,1,2,74
4,5,2,7,6,16
18,5,7,1,9,73
3,8,4,3,2,29
1,12,9,2,8,47
1,1,10,8,10,38
5,6,5,2,4,30
12,2,4,9,9,25
6,4,9,5,10,83
5,5,2,3,3,8
15,12,4,7,5,35
3,12,2,7,10,59
3,15,9,10,9,78
4,9,8,3,6,19
10,2,5,3,1,22
15,12,15,1,6,59
9,9,5,5,7,1
16,15,6,6,4,53
15,5,9,6,7,84
15,9,4,3,0,96
12,14,2,3,9,29
1,3,6,5,0,83
7,10,8,5,5,7
9,9,9,2,6,66
2,3,1,10,0,8
16,13,12,6,9,24
15,12,12,10,4,46
19,7,13,3,10,10
19,4,3,8,3,60
11,13,8,10,9,60
2,15,7,1,2,91
14,14,8,9,6,5
10,1,14,2,5,10
13,10,4,3,7,16
16,9,3,6,10,88
12,3,5,7,6,68
6,7,11,5,4,5
13,15,14,1,10,79
10,13,3,10,2,12
18,10,2,9,3,7
2,1,14,5,8,81
8,13,11,5,2,95
13,9,3,1,1,100
16,1,6,4,1,10
8,4,11,7,7,98
4,15,4,7,6,29
18,4,12,8,8,38
10,5,10,5,9,17
6,15,3,10,9,30
13,12,10,9,1,22
4,8,1,10,7,80
10,13,10,1,3,63
6,5,12,2,9,56
13,15,15,2,0,58
5,10,11,2,10,84
9,14,13,6,8,39
13,15,11,5,3,23
6,1,7,6,1,79
19,9,15,8,3,30
9,14,3,1,7,10
8,6,14,8,9,33
18,8,8,6,8,78
2,3,14,8,10,41
1,11,15,6,3,82
11,4,12,3,2,25
14,12,1,4,5,2
4,9,11,2,5,10
13,8,8,9,7,37
2,8,6,7,8,87
12,15,8,9,10,1
14,2,14,1,2,94
17,9,3,9,8,56
17,11,7,1,3,100
16,1,11,1,3,39
3,4,13,6,8,73
12,10,15,2,7,7
12,4,6,3,7,99
2,7,8,6,0,56
3,13,5,4,1,33
5,11,12,9,6,65
5,7,9,6,5,29
5,11,3,5,8,48
11,2,9,3,5,66
14,11,15,2,10,24
4,12,2,3,7,70
2,6,1,8,3,50
10,2,5,6,8,73
8,12,15,8,6,41
13,10,12,9,10,97
8,9,7,8,3,26
4,9,3,2,10,20
14,9,11,5,3,5
1,4,5,4,8,88
17,14,7,9,8,56
14,12,7,6,9,25
18,9,5,7,9,30
3,12,10,2,1,99
18,11,13,6,5,39
9,3,9,5,0,48
17,7,13,8,4,17
12,9,14,9,6,51
16,11,1,3,9,59
1,6,11,5,9,90
14,4,5,1,9,39
3,6,11,4,0,84
7,9,12,2,0,63
12,1,10,10,3,39
13,15,14,4,1,72
10,8,9,10,2,43
12,14,8,6,6,33
2,12,13,3,6,46
3,6,11,3,1,92
10,1,8,2,3,68
13,8,13,3,1,71
15,6,8,2,0,77
4,4,4,6,0,26
4,9,6,6,6,12
15,13,3,7,5,27
12,13,15,5,1,79
12,2,3,4,5,57
18,4,15,9,5,26
9,2,6,6,3,37
10,13,13,7,9,42
9,9,9,2,2,47
3,5,8,4,4,5
14,1,4,2,9,94
14,12,14,10,2,38
17,6,11,6,5,68
17,9,10,4,2,83
1,8,6,8,5,55
8,10,6,9,1,65
2,8,1,10,7,65
19,13,3,9,7,12
5,13,2,10,7,55
12,9,10,2,7,40
18,9,10,7,10,29
18,12,14,7,8,67
17,6,4,2,6,54
18,6,8,9,5,90
14,8,3,7,2,17
18,8,14,3,5,49
5,11,15,4,2,37
2,8,10,1,1,55
13,7,6,5,1,43
15,5,14,7,4,92
17,13,9,4,3,91
4,4,6,7,4,69
13,12,4,2,9,1
17,13,4,7,3,32
5,15,5,7,0,25
19,10,11,7,10,75
10,14,6,9,7,45
10,6,3,4,7,30
9,3,5,3,0,33
19,15,14,6,7,61
1,1,11,1,10,85
7,11,3,7,8,74
19,2,14,1,0,34
8,1,1,6,3,46
13,7,4,6,7,9
14,3,4,7,8,12
1,5,7,1,3,69
12,9,9,7,1,68
4,13,6,6,10,40
9,5,11,6,3,100
17,6,9,9,3,65
17,1,12,3,8,76
19,11,1,1,0,1
14,13,7,2,8,23
2,5,5,8,3,75
11,6,12,4,4,75
17,2,9,6,8,46
7,14,9,4,1,49
5,9,10,9,10,20
5,9,6,1,8,68
9,15,11,5,6,28
18,5,6,5,2,61
15,12,4,10,1,15
10,2,3,4,10,68
18,7,4,1,9,77
11,4,14,3,5,83
8,3,15,9,8,82
18,5,10,5,2,70
5,13,8,6,4,93
4,10,10,10,4,50
1,2,6,3,4,34
11,1,8,10,8,34
8,4,2,10,7,93
17,4,3,2,9,76
7,9,8,6,5,31
17,7,2,8,6,12
1,6,9,3,7,49
11,12,2,7,8,85
12,3,11,2,9,26
10,3,15,3,0,29
15,9,7,2,10,49
14,15,13,4,10,33
1,6,14,7,4,95
8,9,9,1,0,25
2,9,12,5,2,43
10,14,8,1,6,47
16,12,3,2,6,85
10,8,10,2,0,72
11,4,9,6,0,20
16,13,8,5,1,51
4,11,6,5,7,82
18,9,7,9,8,39
12,1,1,3,7,82
11,2,12,3,2,30
18,15,12,2,2,92
4,12,12,4,3,53
17,1,9,8,5,57
5,10,10,2,5,58
14,5,11,9,2,45
17,9,1,5,1,56
13,8,14,7,5,27
1,14,13,4,10,53
19,5,4,4,5,97
18,9,14,10,3,87
6,7,13,1,9,88
9,4,1,7,8,100
1,5,1,3,1,40
7,13,15,7,6,73
4,5,14,3,3,57
4,13,2,4,7,76
18,2,7,6,0,56
6,4,10,1,4,21
9,3,6,5,7,2
8,12,8,2,3,37
8,13,15,10,5,2
2,6,7,6,5,36
4,1,8,2,2,78
13,14,12,1,9,27
14,2,9,7,4,6
17,3,5,5,10,23
15,2,11,10,4,77
7,2,5,5,4,33
6,9,12,3,10,40
1,10,14,2,5,24
18,12,2,9,0,70
14,1,7,9,8,43
7,6,11,4,0,53
10,2,13,4,9,78
15,1,8,10,1,42
10,10,10,1,3,63
7,13,5,6,3,69
17,6,10,6,2,46
15,8,5,4,3,60
18,9,14,7,1,56
5,15,12,8,2,51
11,9,9,5,4,80
10,11,3,9,7,75
11,15,6,3,3,31
17,14,7,10,3,9
17,10,5,9,2,25
15,4,6,1,8,2
2,8,9,7,10,71
14,5,10,7,7,97
2,2,7,2,6,85
9,3,9,4,10,9
3,14,8,4,4,89
3,14,3,9,2,84
16,9,2,2,3,3
11,11,1,9,4,77
9,1,6,9,2,24
18,10,11,1,0,84
7,4,15,5,2,61
5,6,7,6,10,16
4,6,1,10,10,76
14,12,14,6,0,76
16,15,15,6,1,46
16,9,9,6,1,19
4,7,12,10,8,42
16,14,12,1,9,22
14,10,7,9,10,68
4,4,11,1,2,81
3,4,9,5,6,33
2,14,3,7,2,46
14,6,2,9,3,12
9,11,2,5,3,35
9,5,11,10,1,54
16,12,12,9,1,63
11,7,11,6,9,89
6,6,13,4,3,6
5,13,5,5,6,65
7,7,6,7,5,99
3,13,9,6,2,20
1,7,10,1,2,68
2,12,10,1,3,16
13,5,6,7,4,97
11,4,14,2,6,51
5,14,11,10,1,17
2,12,7,2,0,83
5,4,6,2,9,48
18,13,8,4,6,28
3,14,9,8,8,80
18,3,5,4,6,33
15,1,1,7,6,57
13,3,10,4,0,76
9,12,6,10,7,40
7,12,13,1,4,43
6,12,7,8,8,79
6,10,5,4,4,73
7,11,7,1,7,39
5,10,15,3,5,16
8,15,12,7,5,32
18,13,15,1,7,25
14,13,13,3,9,49
4,4,1,1,4,9
3,8,9,1,8,76
12,13,14,7,5,68
11,7,15,3,4,79
3,14,11,1,10,5
18,11,14,9,1,13
5,12,7,9,7,54
9,9,5,1,8,12
6,10,10,3,8,31
16,3,10,1,4,81
9,2,10,1,0,25
5,9,10,6,1,95
7,7,10,6,8,83
12,12,11,10,10,33
14,10,1,7,2,70
19,10,7,4,8,73
19,3,10,1,1,67
1,2,12,2,6,98
19,9,14,7,10,70
14,13,1,7,8,29
14,1,9,7,1,77
6,12,9,8,3,84
14,1,12,9,8,77
1,3,11,8,2,20
4,11,14,5,3,51
10,3,6,5,5,68
10,13,11,7,3,26
9,14,11,7,3,95
12,9,15,8,9,8
8,14,2,4,3,66
16,10,11,2,8,47
8,8,8,4,1,15
9,13,5,3,8,44
5,13,7,6,7,72
17,11,7,4,0,100
16,13,7,5,2,61
5,8,9,8,7,9
8,8,14,7,3,32
14,5,12,8,6,86
11,10,6,8,5,77
1,5,6,4,3,56
3,2,6,10,6,16
7,11,2,1,0,26
8,13,8,5,5,63
7,14,6,4,0,63
4,12,14,1,7,13
8,11,14,5,1,67
16,13,4,10,9,40
17,13,4,9,7,50
7,1,2,6,1,4
8,3,8,6,0,79
12,3,3,10,3,44
9,1,5,8,7,87
13,11,8,3,5,93
6,5,14,5,3,12
4,5,1,4,2,58
16,12,4,10,9,44
14,4,10,1,1,29
1,4,3,1,0,20
17,10,4,9,5,86
9,2,9,4,8,96
2,6,9,3,9,45
18,11,9,1,2,82
15,13,11,6,8,83
12,8,4,9,5,47
18,15,15,2,7,45
2,10,8,5,2,39
14,8,14,2,8,90
9,11,6,10,8,92
18,11,2,5,1,26
11,13,12,4,8,16
15,3,4,10,5,60
8,3,14,2,7,97
17,1,8,6,7,64
13,13,12,3,2,27
11,8,3,4,7,28
6,13,6,5,6,4
16,14,4,8,8,30
5,7,4,3,3,9
4,6,11,7,2,15
5,9,7,8,7,63
8,10,14,1,5,81
3,4,9,2,4,45
11,12,6,8,1,51
14,2,15,9,5,79
3,4,11,6,8,99
5,6,7,7,8,70
9,3,4,8,9,54
6,14,2,10,7,79
11,5,6,9,1,10
19,2,7,8,0,43
8,13,9,9,5,54
8,2,7,4,7,8
17,7,3,8,6,44
18,6,6,6,6,72
4,1,6,1,9,79
18,15,12,7,10,81
7,1,13,1,10,23
3,9,9,7,5,93
8,6,14,9,5,96
18,3,10,10,2,41
19,9,2,7,1,20
9,6,15,4,8,82
13,6,4,2,8,80
6,14,13,8,8,43
13,12,13,2,0,29
16,15,8,9,2,18
2,13,14,9,4,63
18,3,10,9,10,60
12,12,11,8,8,15
11,8,7,1,6,36
12,2,14,5,1,61
3,12,6,7,4,84
13,4,9,5,10,60
2,6,5,2,10,72
7,4,14,4,5,88
17,9,2,6,8,36
7,6,13,10,8,98
15,7,3,10,4,39
7,5,12,7,1,80
18,11,11,9,9,89
19,3,7,5,3,49
2,10,5,10,1,18
5,11,7,10,0,56
18,13,10,9,2,51
6,15,4,2,3,25
15,2,7,8,8,29
2,13,13,8,5,55
2,14,7,1,2,17
7,3,3,4,4,46
10,13,7,10,0,63
7,8,14,9,8,55
10,6,11,6,4,92
8,4,12,3,6,5
14,8,5,5,10,15
4,13,10,4,2,62
18,5,4,8,7,24
13,11,6,8,6,22
11,10,10,8,10,52
9,2,7,8,9,66
12,8,3,3,6,32
5,6,14,9,1,20
3,7,9,4,10,65
15,6,10,9,6,69
17,2,14,1,4,67
9,12,7,4,5,33
13,4,5,7,5,89
16,4,7,6,3,78
19,1,8,1,3,22
12,15,11,6,10,69
8,10,4,3,2,45
4,5,9,2,5,94
12,11,14,2,6,80
4,2,7,9,0,63
14,15,6,7,1,38
10,5,6,2,3,7
18,14,7,1,2,56
19,13,5,5,1,99
5,13,8,9,9,15
7,1,14,4,2,9
8,3,1,5,0,94
17,4,9,7,9,91
15,1,14,3,7,28
14,12,11,2,5,8
17,7,5,5,2,55
10,15,3,4,1,41
4,2,12,10,6,92
16,2,6,3,4,77
4,5,4,6,7,53
15,6,10,4,8,40
12,14,9,6,4,60
5,6,8,9,4,79
9,10,11,8,2,13
17,5,4,4,2,36
5,4,9,3,1,92
3,9,5,6,2,69
13,2,1,3,0,26
15,7,14,6,8,8
12,1,12,2,3,93
11,10,7,6,8,4
8,9,1,5,5,52
7,1,9,8,2,29
2,14,13,2,8,54
8,11,14,1,6,76
4,12,8,5,3,66
4,10,3,6,1,99
17,1,12,1,3,87
6,6,2,6,8,9
9,6,13,3,8,34
14,15,3,5,5,98
12,1,5,2,10,31
7,1,2,6,6,100
9,9,12,5,6,59
2,8,1,1,3,98
10,2,2,6,9,42
4,8,8,9,2,99
1,15,8,9,2,30
14,13,15,1,3,23
2,4,11,3,1,93
11,3,5,4,6,25
6,8,8,7,1,88
18,8,12,10,8,12
4,3,1,9,8,99
18,10,13,8,3,68
15,8,1,7,0,41
3,15,12,6,5,7
16,12,5,6,5,93
5,13,15,1,1,10
8,1,14,3,6,64
15,8,5,4,10,25
5,7,1,3,2,58
7,8,4,5,2,97
8,7,15,6,0,70
13,7,13,2,1,98
9,9,3,1,0,91
1,15,8,6,2,7
18,10,8,4,1,70
1,14,13,8,9,14
11,6,13,10,5,45
6,10,15,2,9,44
19,3,11,6,7,23
3,10,6,10,8,64
7,13,2,3,0,49
17,7,15,3,10,32
9,12,8,10,7,5
1,7,2,6,9,10
10,9,9,3,9,38
3,3,2,8,5,28
10,5,7,2,2,16
15,3,4,9,10,93
16,9,13,8,10,80
10,14,14,9,1,31
14,15,14,2,7,87
4,13,11,5,5,93
5,5,1,8,0,15
18,10,3,7,5,79
9,10,7,10,8,36
7,7,12,3,2,75
19,1,6,7,5,16
16,3,14,5,8,89
15,12,9,5,2,89
13,12,15,2,1,88
2,3,7,1,9,55
18,6,8,3,0,30
6,10,5,5,0,10
2,11,7,3,5,34
17,13,12,10,1,32
8,10,4,5,4,95
8,4,5,8,2,44
18,12,13,1,3,10
7,15,8,10,10,37
9,15,5,1,1,53
10,6,3,1,2,92
8,1,6,7,5,53
13,14,14,7,3,19
3,5,3,8,9,67
15,13,3,3,0,78
6,6,13,2,5,6
4,13,12,1,0,2
14,2,15,8,6,35
13,2,6,4,10,34
6,9,11,4,0,27
7,12,1,2,10,92
2,15,6,10,9,44
9,6,14,5,2,84
12,7,11,8,3,13
8,1,10,10,5,52
17,10,3,1,6,96
2,2,15,2,10,44
4,15,4,5,1,68
2,4,10,4,10,98
11,13,1,3,3,40
7,8,8,8,2,40
8,9,2,10,5,20
3,4,13,7,3,25
16,9,13,1,5,11
9,11,6,5,5,26
8,13,2,6,9,65
16,8,11,1,1,35
5,2,8,4,7,8
11,12,4,6,9,77
16,4,4,2,8,42
3,13,13,8,2,88
19,13,13,8,0,93
18,6,11,3,0,10
4,10,4,7,7,81
6,5,13,1,8,74
15,13,11,1,3,27
18,3,3,5,8,47
3,4,9,7,6,54
7,10,6,5,2,18
10,1,7,8,9,37
14,10,14,4,9,76
17,7,4,8,8,49
8,4,7,10,1,80
17,7,10,3,1,64
19,1,9,10,0,28
15,11,6,2,4,40
13,9,7,4,0,96
5,3,5,9,8,40
9,7,10,4,4,8
7,9,14,6,9,96
8,11,14,6,6,35
17,11,9,8,4,34
13,1,5,1,2,5
17,15,6,10,6,73
18,1,11,2,3,25
5,15,6,3,9,12
13,8,9,9,2,61
13,8,9,4,10,63
9,4,13,4,3,49
10,15,13,5,2,41
6,3,10,6,10,7
18,12,10,10,6,96
18,15,13,9,3,23
15,13,7,2,10,28
3,9,1,6,3,1
10,8,13,4,0,32
1,4,6,10,8,94
5,13,11,7,6,31
14,9,11,7,10,13
1,7,13,1,1,57
6,2,8,7,5,91
3,14,13,3,6,93
6,1,8,10,7,50
3,15,14,3,2,76
13,4,1,5,3,38
5,5,15,1,3,78
16,1,2,5,8,38
19,3,11,4,4,74
15,10,2,10,9,18
11,5,9,7,6,86
4,13,7,7,2,12
19,3,15,5,5,3
19,4,3,10,8,61
17,13,8,10,2,98
10,13,10,1,5,34
9,10,2,5,4,47
17,1,8,6,2,34
12,3,4,7,8,21
11,11,4,10,1,61
13,1,11,3,7,18
18,11,5,7,6,27
15,7,1,6,6,38
8,8,5,5,2,26
1,14,12,7,5,19
9,12,12,4,3,35
3,4,8,7,1,97
8,7,2,7,2,7
9,3,4,1,7,50
1,11,3,5,6,75
19,1,15,2,1,25
2,12,7,1,2,60
14,10,15,2,10,64
3,11,7,8,6,26
8,6,14,10,9,52
9,15,11,6,6,80
15,13,5,8,2,31
9,12,6,3,10,83
16,5,4,9,10,76
19,15,4,9,0,71
1,14,13,1,5,7
4,9,13,3,0,58
11,12,2,10,7,35
3,8,7,6,10,38
4,15,2,5,7,76
17,7,7,1,4,94
1,12,14,8,8,23
7,13,15,4,9,86
14,14,15,8,2,21
14,1,6,2,0,40
19,11,7,6,3,8
17,13,6,4,3,95
11,8,8,2,9,58
2,11,5,7,6,47
9,12,10,8,6,9
2,13,2,2,10,20
15,3,2,10,10,23
4,2,4,7,8,17
17,6,4,2,0,42
16,6,9,5,3,47
13,1,11,5,10,49
5,8,15,1,6,22
4,7,7,6,1,29
2,7,1,9,10,15
9,14,1,6,9,89
15,15,14,1,7,97
9,10,10,10,6,89
10,3,14,6,8,41
15,11,12,5,2,40
18,11,7,2,10,23
14,14,13,2,5,41
4,6,13,1,10,40
6,10,7,10,2,38
14,8,2,3,4,67
6,8,2,9,5,18
3,1,11,6,9,56
16,8,11,1,6,89
9,4,11,6,6,65
1,5,10,4,6,46
8,1,8,10,2,39
7,4,2,7,0,60
19,13,10,4,7,44
4,2,1,5,6,44
15,11,2,2,9,100
8,8,11,4,3,57
6,5,5,4,0,63
9,12,3,10,1,38
13,7,4,4,10,87
18,15,8,2,0,84
11,9,4,6,9,13
7,8,4,8,3,45
2,8,3,8,1,97
10,3,15,7,9,89
14,1,6,5,8,65
16,6,9,5,5,52
7,1,2,9,4,97
19,10,14,1,5,96
11,4,3,4,8,31
14,3,1,3,6,32
17,3,14,2,10,39
16,12,14,6,7,73
12,15,14,4,5,76
7,14,11,3,10,16
6,15,8,10,1,44
12,14,11,3,7,39
6,6,13,9,4,34
1,4,5,7,7,85
6,15,4,1,2,93
1,8,5,4,6,1
17,9,7,10,0,14
13,15,5,8,2,67
9,3,12,8,7,54
10,4,14,5,4,43
19,1,3,4,2,50
5,12,2,4,10,29
4,11,1,6,2,52
12,2,7,2,7,93
17,6,12,2,9,36
17,14,10,3,7,73
15,3,8,3,7,45
8,9,6,4,5,88
11,13,1,1,6,34
17,5,11,7,2,83
17,3,14,4,0,38
3,15,13,10,1,31
12,2,12,4,7,77
3,4,3,2,5,79
13,3,11,2,3,88
5,2,6,6,0,35
14,3,4,4,4,90
15,1,2,8,2,89
3,13,1,7,7,66
13,5,5,6,5,8
13,7,5,8,2,59
14,13,12,4,10,80
12,3,5,7,7,84
6,8,3,10,6,85
12,1,4,9,0,46
4,14,9,3,2,90
15,15,9,2,5,60
5,14,8,2,1,61
8,3,5,3,2,87
9,12,2,9,5,41
6,14,8,5,10,5
17,1,6,9,9,72
9,13,1,10,5,95
15,14,10,6,2,46
16,12,14,4,2,37
12,7,10,7,9,23
6,9,2,7,2,46
3,9,8,3,10,100
15,4,4,4,2,38
19,14,7,4,8,8
10,3,6,1,3,3
4,15,4,7,0,92
14,9,12,1,8,59
13,4,1,6,0,92
11,7,15,6,6,69
7,14,6,1,4,75
15,3,15,9,5,72
18,9,7,10,7,72
16,10,10,9,10,67
11,6,6,9,7,83
12,15,2,8,2,39
2,8,2,3,0,14
17,1,8,6,10,67
17,12,2,5,9,4
8,7,5,5,1,16
1,10,15,1,2,84
3,15,13,6,5,14
1,3,13,3,5,84
16,1,14,2,3,92
10,10,4,9,8,64
11,6,9,5,8,48
17,1,7,7,2,40
18,12,1,2,9,3
9,6,13,3,2,19
8,6,11,6,7,44
15,11,15,3,6,60
12,13,3,9,5,39
16,4,3,9,4,85
4,3,3,10,10,41
6,4,9,5,2,47
18,8,7,6,8,9
18,14,15,7,1,26
15,11,8,5,10,72
12,13,12,3,9,37
18,15,15,8,8,22
18,9,8,6,5,63
12,1,6,8,3,51
2,4,1,5,3,34
17,2,1,5,3,87
4,9,9,5,8,10
14,13,8,6,7,58
6,15,9,10,10,29
14,9,1,10,1,1
13,7,6,6,9,32
18,1,15,3,0,74
14,5,10,9,5,97
1,8,2,3,7,84
11,5,13,6,3,74
12,7,13,4,0,5
9,13,1,4,9,18
2,8,5,3,9,35
6,9,7,5,3,53
7,5,3,9,5,32
11,11,5,7,8,98
7,7,1,2,10,78
4,1,7,8,10,56
17,4,9,4,9,81
10,4,3,3,3,37
1,10,11,8,3,98
1,7,15,5,6,29
12,1,4,9,0,74
4,8,12,1,6,60
7,6,2,4,4,82
10,7,6,7,8,29
16,4,15,2,6,86
18,15,15,4,4,61
14,8,10,4,10,48
10,11,2,7,4,62
13,5,1,10,8,26
4,12,7,10,5,36
14,5,13,9,9,33
17,6,1,2,7,82
1,3,9,9,4,30
13,10,13,5,3,87
2,13,7,3,6,98
9,2,10,9,8,82
2,8,7,10,4,79
13,3,10,7,10,53
12,3,2,10,2,78
17,6,14,8,10,17
6,15,1,3,8,27
12,14,3,1,2,39
13,3,15,10,1,84
19,13,12,8,9,30
17,14,2,4,0,49
15,6,3,3,0,68
3,7,5,2,0,90
3,9,8,1,4,2
8,4,15,10,5,31
4,12,8,7,10,28
13,7,4,5,2,92
3,13,3,1,4,34
8,4,6,3,2,34
6,4,5,2,10,56
6,5,1,8,3,15
12,2,15,9,2,86
9,10,5,4,9,10
13,12,5,3,8,23
10,3,2,8,9,61
4,3,3,6,2,10
2,4,11,5,6,93
16,11,3,10,5,13
15,12,15,1,5,6
18,10,1,9,10,47
5,13,12,9,1,62
18,5,2,9,6,66
2,11,2,5,5,86
5,9,5,5,4,80
8,1,11,5,10,6
18,7,3,4,5,3
2,13,5,1,4,82
11,4,5,1,4,94
7,6,3,1,6,58
13,6,1,6,9,64
3,9,2,10,0,21
15,7,11,1,4,22
5,10,14,10,7,86
15,10,9,8,8,93
17,4,1,10,4,13
17,3,4,6,7,80
13,1,14,10,7,90
7,6,2,1,9,20
7,3,1,1,6,94
2,8,2,9,4,13
16,5,11,2,0,84
6,4,3,4,4,68
12,1,14,1,8,17
1,13,9,6,3,53
17,12,4,10,4,92
10,15,12,2,7,93
5,2,10,9,6,62
7,15,1,7,3,83
4,12,4,6,10,78
16,13,2,1,5,22
13,11,2,10,9,41
16,12,5,5,0,16
9,9,3,5,3,64
16,7,9,1,8,100
7,14,7,3,6,60
6,1,4,5,10,64
18,12,7,5,2,57
1,15,7,2,0,61
2,1,2,4,9,19
8,4,4,10,5,82
1,4,3,4,4,85
18,15,5,7,0,40
18,15,12,2,4,1
5,4,9,9,2,95
2,6,15,3,10,53
5,7,14,7,0,78
3,9,13,2,7,50
11,12,13,4,2,23
13,3,13,1,8,23
9,15,1,9,1,21
11,3,3,6,3,67
14,14,6,3,10,99
13,3,14,7,9,58
12,13,12,5,10,53
19,8,10,6,9,12
9,9,9,2,10,4
2,1,10,7,4,37
16,5,1,1,7,93
1,9,1,7,7,19
3,9,2,8,2,92
2,14,3,9,2,72
7,10,11,4,9,1
16,4,6,5,9,79
7,7,11,3,6,38
13,2,7,10,9,1
9,2,13,9,2,33
15,2,4,10,4,28
9,15,14,1,4,99
13,15,10,7,9,22
15,14,1,4,0,26
16,7,6,4,7,99
17,6,5,1,8,20
6,5,3,5,8,100
4,5,14,5,7,65
7,6,7,7,5,37
12,7,11,3,6,28
12,11,7,6,6,80
12,15,11,4,4,18
8,13,5,5,8,19
18,6,15,1,9,53
17,11,13,3,7,85
2,9,11,4,0,11
1,7,3,3,1,30
9,9,8,1,5,28
13,7,15,6,6,66
13,9,5,5,8,83
19,10,4,5,0,53
9,14,6,9,2,83
19,4,15,10,5,7
10,1,2,5,3,38
19,5,7,9,6,86
1,9,8,9,7,8
4,9,4,6,6,65
15,9,10,6,9,93
16,15,3,1,0,25
7,4,1,6,7,80
8,2,8,10,5,44
14,11,7,3,3,96
14,6,2,5,1,1
13,10,12,8,3,51
3,3,5,7,1,35
2,11,12,10,0,91
12,5,11,3,10,60
15,1,3,4,8,7
4,15,15,10,5,84
19,10,7,4,4,90
17,1,7,6,5,86
12,13,6,8,7,37
16,11,8,9,4,93
19,9,15,8,7,35
7,14,7,4,4,44
6,8,8,2,4,98
18,6,15,8,10,46
9,10,12,8,6,72
5,13,1,9,7,54
12,13,4,10,8,89
11,14,15,4,0,97
15,1,2,5,7,78
8,7,12,2,6,60
1,7,3,9,6,26
13,5,5,10,9,74
12,9,12,9,5,83
5,12,8,9,6,48
2,5,13,1,3,23
14,4,4,3,4,96
1,10,9,1,8,72
15,8,12,7,1,73
15,14,4,5,3,37
19,9,13,6,1,40
7,11,3,10,2,26
4,3,8,9,6,12
12,11,12,1,10,31
11,12,14,5,1,81
11,12,4,1,3,69
19,6,1,1,6,65
9,14,9,6,2,44
9,3,12,3,5,12
15,13,15,3,2,78
9,7,2,10,10,24
15,8,13,7,5,42
12,8,7,4,0,45
5,9,15,4,10,81
1,5,9,10,2,54
1,15,4,3,5,95
15,8,9,8,4,59
16,7,12,1,0,76
7,15,14,9,3,25
8,4,4,10,2,28
9,10,7,4,1,67
17,4,9,2,9,53
18,5,2,1,5,50
13,1,13,4,5,57
12,12,4,1,3,30
14,15,3,9,8,67
4,10,13,1,10,58
8,10,9,6,2,65
15,15,4,3,5,2
17,3,3,5,3,6
1,5,6,9,10,39
13,12,2,6,7,59
7,14,3,8,10,11
3,12,13,9,0,71
10,10,13,2,8,33
16,8,15,1,6,24
5,2,2,10,8,41
5,13,10,8,1,57
6,15,3,4,1,8
13,8,3,10,0,24
6,13,15,5,0,51
15,2,10,6,4,2
16,7,2,3,5,20
16,8,10,9,0,41
19,1,3,10,1,13
6,11,9,8,2,92
12,11,5,10,7,74
10,13,15,10,4,96
10,9,6,5,1,76
9,2,3,1,10,65
13,9,6,6,8,60
4,6,7,9,7,60
13,9,11,9,5,39
7,4,4,3,2,61
4,1,2,9,8,73
11,7,11,2,4,10
16,7,1,10,10,77
15,10,9,3,10,5
11,11,5,5,8,24
